record_id,paper_id,title,silver_tea_type,silver_component_group,silver_processing_step,silver_extraction_method,component_evidence_terms,processing_evidence_terms,extraction_evidence_terms,context_completeness_score,uncertainty_class,uncertainty_flags
PMID_40497293_GLM1,PMID_40497293,Effect of green tea supplementation on blood pressure in adults: a GRADE-assessed systematic review and dose-response meta-analysis of randomised controlled trials.,green tea,multiple component groups,,,,,,0.550,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context
PMID_40456886_GLM1,PMID_40456886,High diversity of dietary flavonoid intake is associated with a lower risk of all-cause mortality and major chronic diseases.,unspecified tea,mixed polyphenols,,,flavonoid; flavonoids,,,0.300,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context
PMID_40456886_GLM3,PMID_40456886,High diversity of dietary flavonoid intake is associated with a lower risk of all-cause mortality and major chronic diseases.,unspecified tea,mixed polyphenols,,,flavonoid; flavonoids,,,0.300,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed
PMID_40451727_GLM1,PMID_40451727,A review on mechanistic actions of epigallocatechin-3-gallate in targeting the ominous octet of type 2 diabetes mellitus.,unspecified tea,catechins,,,egcg; catechin,,,0.300,moderate_uncertainty,missing_named_microbiota; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction
PMID_40451727_GLM2,PMID_40451727,A review on mechanistic actions of epigallocatechin-3-gallate in targeting the ominous octet of type 2 diabetes mellitus.,unspecified tea,catechins,,,egcg; catechin,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction
PMID_40446924_GLM1,PMID_40446924,"Machine Learning With Ingredient-Level Food Trees Reveals Contributors to Systemic Inflammation Among Adults in the National Health and Nutrition Examination Survey, 2001-2010 and 2015-2018.",unspecified tea,multiple component groups,,,,,,0.300,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context
PMID_40440765_GLM1,PMID_40440765,Bio-Based Self-Healing Anti-Corrosion Coating with Gel Microspheres via One-Step In-Situ Crosslinking.,unspecified tea,mixed polyphenols,,,polyphenol; polyphenols,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
PMID_40438590_GLM1,PMID_40438590,The green tea component (-)-epigallocatechin-3-gallate protects against cytokine-induced epithelial barrier damage in intestinal epithelial cells.,green tea,catechins,,,catechins; catechin; egcg,,,0.550,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
PMID_40436588_GLM1,PMID_40436588,"Unlocking the healing power of Jinhua white tea fermented by Eurotium cristatum using the unique ""flowering"" technology: A promising ally against inflammatory bowel disease.",white tea,catechins,fermentation/oxidation,,catechins; flavonoids,fermented,,0.800,low_uncertainty,preclinical_only
PMID_40436588_GLM2,PMID_40436588,"Unlocking the healing power of Jinhua white tea fermented by Eurotium cristatum using the unique ""flowering"" technology: A promising ally against inflammatory bowel disease.",white tea,catechins,fermentation/oxidation,,catechins; flavonoids,fermented,,0.800,low_uncertainty,preclinical_only
PMID_40436588_GLM3,PMID_40436588,"Unlocking the healing power of Jinhua white tea fermented by Eurotium cristatum using the unique ""flowering"" technology: A promising ally against inflammatory bowel disease.",white tea,catechins,fermentation/oxidation,,catechins; flavonoids,fermented,,0.800,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed
PMID_40427462_GLM1,PMID_40427462,Tea Polyphenols Mitigate Radiation-Induced Ferroptosis and Intestinal Injury by Targeting the Nrf2/HO-1/GPX4 Signaling Pathway.,unspecified tea,catechins,,,egcg; catechins; polyphenols,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
PMID_40427462_GLM3,PMID_40427462,Tea Polyphenols Mitigate Radiation-Induced Ferroptosis and Intestinal Injury by Targeting the Nrf2/HO-1/GPX4 Signaling Pathway.,unspecified tea,catechins,,,egcg; catechins; polyphenols,,,0.300,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
PMID_40391588_GLM1,PMID_40391588,Pleiotropic effects of a Camellia sinensis leaf extract on in vitro and in vivo skin health characteristics.,green tea,whole extract,,other extraction,extract; extracts; green tea extract,,extract,0.750,low_uncertainty,preclinical_only
PMID_40391588_GLM2,PMID_40391588,Pleiotropic effects of a Camellia sinensis leaf extract on in vitro and in vivo skin health characteristics.,green tea,whole extract,,other extraction,extract; extracts; green tea extract,,extract,0.750,moderate_uncertainty,generic_mechanism; preclinical_only; taxonomy_expansion_needed
PMID_40358678_GLM1,PMID_40358678,Green tea catechins: protectors or threats to DNA? A review of their antigenotoxic and genotoxic effects.,green tea,catechins,,,catechins,,,0.550,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
PMID_40358678_GLM3,PMID_40358678,Green tea catechins: protectors or threats to DNA? A review of their antigenotoxic and genotoxic effects.,green tea,catechins,,,catechins,,,0.550,high_uncertainty,generic_mechanism; low_llm_confidence; missing_named_microbiota; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction
PMID_40326418_GLM1,PMID_40326418,Effects of green tea supplementation on obesity indices and adipokines in adults: a grade-assessed systematic review and dose-response meta-analysis of randomised controlled trials.,green tea,whole extract,,other extraction,extract,,extracted; extract,0.750,moderate_uncertainty,generic_mechanism
PMID_40324528_GLM3,PMID_40324528,Dietary Polyphenol Intake and Risk of Overall and Site-Specific Cancers: the Japan Public Health Center-based Prospective Study.,unspecified tea,mixed polyphenols,,,polyphenol; polyphenols,,,0.300,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed; uncertain_effect_direction
PMID_40314930_GLM1,PMID_40314930,"Effects of Tea (Camellia sinensis) or its Bioactive Compounds l-Theanine or l-Theanine plus Caffeine on Cognition, Sleep, and Mood in Healthy Participants: A Systematic Review and Meta-Analysis of Randomized Controlled Trials.",unspecified tea,theanine,,other extraction,l-theanine; theanine; caffeine; polyphenols,,extraction; extracted,0.500,moderate_uncertainty,generic_mechanism
PMID_40308148_GLM1,PMID_40308148,"Time-of-day-dependent effects of a green tea extract on postprandial glycemia and insulinemia in healthy adults: a randomized, controlled, double-blind, cross-over intervention.",green tea,whole extract,,other extraction,green tea extract,,extract,0.750,low_uncertainty,
PMID_40306054_GLM1,PMID_40306054,Metabolic mechanisms of Dihydromyricetin and strategies for enhancing its bioavailability: A recent review.,unspecified tea,mixed polyphenols,,,flavonoid,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record
PMID_40263915_GLM1,PMID_40263915,"Yerba Mate (Ilex paraguariensis St. Hill.) Tea May Have Cardiometabolic Beneficial Effects in Healthy and At-Risk Subjects: A Randomized, Controlled, Blind, Crossover Trial in Nonhabitual Consumers.",unspecified tea,multiple component groups,,,,,,0.300,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context
PMID_40263915_GLM2,PMID_40263915,"Yerba Mate (Ilex paraguariensis St. Hill.) Tea May Have Cardiometabolic Beneficial Effects in Healthy and At-Risk Subjects: A Randomized, Controlled, Blind, Crossover Trial in Nonhabitual Consumers.",unspecified tea,multiple component groups,,,,,,0.300,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed
PMID_40253129_GLM1,PMID_40253129,Jasmine tea extract prevents CUMS-induced depression-like behaviors through the modulation of microbiota-gut-brain axis.,green tea,whole extract,,other extraction,tea extract; extract,,extract,0.750,low_uncertainty,preclinical_only
PMID_40253129_GLM2,PMID_40253129,Jasmine tea extract prevents CUMS-induced depression-like behaviors through the modulation of microbiota-gut-brain axis.,green tea,whole extract,,other extraction,tea extract; extract,,extract,0.750,low_uncertainty,missing_named_microbiota; preclinical_only
PMID_40253129_GLM3,PMID_40253129,Jasmine tea extract prevents CUMS-induced depression-like behaviors through the modulation of microbiota-gut-brain axis.,green tea,whole extract,,other extraction,tea extract; extract,,extract,0.750,low_uncertainty,missing_named_microbiota; preclinical_only
PMID_40245621_GLM1,PMID_40245621,Digestive characteristics of Tibetan tea polyphenols and polysaccharides in vitro and their effects on gut microbiota.,unspecified tea,tea polysaccharides,fermentation/oxidation,,polysaccharides; tps; polyphenols; polyphenol,fermentation,,0.550,moderate_uncertainty,generic_mechanism; preclinical_only
PMID_40245621_GLM2,PMID_40245621,Digestive characteristics of Tibetan tea polyphenols and polysaccharides in vitro and their effects on gut microbiota.,unspecified tea,tea polysaccharides,fermentation/oxidation,,polysaccharides; tps; polyphenols; polyphenol,fermentation,,0.550,moderate_uncertainty,generic_mechanism; missing_named_microbiota; preclinical_only
PMID_40241697_GLM1,PMID_40241697,Preparation of polysaccharide-based films synergistically reinforced by tea polyphenols and graphene oxide.,unspecified tea,tea polysaccharides,storage/aging,,polysaccharide; tea polysaccharides; polyphenols; polyphenol,storage,,0.550,moderate_uncertainty,preclinical_only
PMID_40228342_GLM1,PMID_40228342,Tea polyphenol EGCG enhances the improvements of calorie restriction on hepatic steatosis and obesity while reducing its adverse outcomes in obese rats.,unspecified tea,catechins,,,egcg; polyphenol,,,0.300,moderate_uncertainty,missing_named_microbiota; missing_processing_or_extraction_context; preclinical_only
PMID_40228342_GLM2,PMID_40228342,Tea polyphenol EGCG enhances the improvements of calorie restriction on hepatic steatosis and obesity while reducing its adverse outcomes in obese rats.,unspecified tea,catechins,,,egcg; polyphenol,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
PMID_40228342_GLM3,PMID_40228342,Tea polyphenol EGCG enhances the improvements of calorie restriction on hepatic steatosis and obesity while reducing its adverse outcomes in obese rats.,unspecified tea,catechins,,,egcg; polyphenol,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
PMID_40215650_GLM1,PMID_40215650,Metal ion coordinated tea polyphenol nanocoating for enhanced probiotic therapy in inflammatory bowel disease.,unspecified tea,catechins,,,egc; epigallocatechin gallate; egcg; polyphenol; phenolic; polyphenols,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; uncertain_effect_direction
PMID_40215650_GLM2,PMID_40215650,Metal ion coordinated tea polyphenol nanocoating for enhanced probiotic therapy in inflammatory bowel disease.,unspecified tea,catechins,,,egc; epigallocatechin gallate; egcg; polyphenol; phenolic; polyphenols,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; uncertain_effect_direction
PMID_40215650_GLM3,PMID_40215650,Metal ion coordinated tea polyphenol nanocoating for enhanced probiotic therapy in inflammatory bowel disease.,unspecified tea,catechins,,,egc; epigallocatechin gallate; egcg; polyphenol; phenolic; polyphenols,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
PMID_40192349_GLM1,PMID_40192349,Tea Consumption and Type 2 Diabetes: Findings from the Prospective UK Biobank Cohort Study.,unspecified tea,multiple component groups,,,,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; uncertain_effect_direction
PMID_40164251_GLM1,PMID_40164251,Structure changes of starch complexed with green tea catechin or lemon peel caffeic acid under thermomechanical-assist low moisture and their prebiotics during in vitro digestion and fermentation.,green tea,catechins,fermentation/oxidation,,catechin,fermentation,,0.800,low_uncertainty,preclinical_only
PMID_40164251_GLM2,PMID_40164251,Structure changes of starch complexed with green tea catechin or lemon peel caffeic acid under thermomechanical-assist low moisture and their prebiotics during in vitro digestion and fermentation.,green tea,catechins,fermentation/oxidation,,catechin; catechins,fermentation,,0.800,low_uncertainty,missing_named_microbiota; preclinical_only
PMID_40160899_GLM1,PMID_40160899,Effects of green tea supplementation on antioxidant status and inflammatory markers in adults: a grade-assessed systematic review and dose-response meta-analysis of randomised controlled trials.,green tea,multiple component groups,,,,,,0.550,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context
PMID_40160899_GLM2,PMID_40160899,Effects of green tea supplementation on antioxidant status and inflammatory markers in adults: a grade-assessed systematic review and dose-response meta-analysis of randomised controlled trials.,green tea,multiple component groups,,,,,,0.550,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context
