claim_text_raw,confidence_score,context_completeness_score,journal,label,mechanism_specificity_score,node_id,node_type,title,uncertainty_class,uncertainty_flags,year
,,,"Pharmaceuticals (Basel, Switzerland)",PMID_41011225,,paper:PMID_41011225,Paper,"Advances in Pharmacological Properties, Molecular Mechanisms, and Bioavailability Strategies of Chlorogenic Acid in Cardiovascular Diseases Therapy.",,,2025
"This review comprehensively summarizes the current knowledge on the preparation, metabolic pathways, pharmacological effects, and safety profile of CGA... systematically analyzes the biological effects and molecular targets of CGA in the cardiovascular therapy",0.689,0.500,,PMID_41011225_GLM1,0.000,record:PMID_41011225_GLM1,EvidenceRecord,,moderate_uncertainty,generic_mechanism; review_summary_record,
,,,Nutrients,PMID_41010543,,paper:PMID_41010543,Paper,"Systematic Review of the Effects of Plant-Based Foods on Metabolic Outcomes in Adults with MASLD and Comorbidities Such as Obesity, Metabolic Syndrome, and Type 2 Diabetes.",,,2025
Liver enzymes improved following consumption of ... sour tea,0.689,0.500,,PMID_41010543_GLM1,0.000,record:PMID_41010543_GLM1,EvidenceRecord,,moderate_uncertainty,generic_mechanism; review_summary_record; taxonomy_expansion_needed,
,,,,MASLD,,phenotype:masld,HostPhenotype,,,,
,,,Nutrients,PMID_41010475,,paper:PMID_41010475,Paper,"Synergistic Effects of Green Tea Extract and Ginger Supplementation on Endurance Performance and Thermal Perception in Normothermic and Cold Environments: A Randomized, Placebo-Controlled, Double-Blind Crossover Trial.",,,2025
Green tea enhances endurance and fat oxidation in normothermic conditions.,0.848,0.750,,PMID_41010475_GLM1,0.550,record:PMID_41010475_GLM1,EvidenceRecord,,low_uncertainty,,
,,,,fat oxidation,,mechanism:fat_oxidation,Mechanism,,,,
Combined supplementation... improved TSS compared to the placebo... in cold conditions.,0.758,0.750,,PMID_41010475_GLM3,0.000,record:PMID_41010475_GLM3,EvidenceRecord,,moderate_uncertainty,generic_mechanism; taxonomy_expansion_needed,
,,,International journal of molecular sciences,PMID_41009815,,paper:PMID_41009815,Paper,Epigallocatechin-Gallate (EGCG): An Essential Molecule for Human Health and Well-Being.,,,2025
"Emerging research also highlights its promise in aesthetic medicine for mitigating skin oxidative stress, improving skin brightness and neutralizing free radicals, responsible for wrinkles, hyperpigmentation, and loss of elasticity.",0.805,0.800,,PMID_41009815_GLM1,0.550,record:PMID_41009815_GLM1,EvidenceRecord,,low_uncertainty,review_summary_record; uncertain_effect_direction,
,,,,minimal processing,,processing_step:minimal_processing,ProcessingStep,,,,
,,,,neutralizing free radicals,,mechanism:neutralizing_free_radicals,Mechanism,,,,
,,,,skin aging,,phenotype:skin_aging,HostPhenotype,,,,
"EGCG has diverse applications in dermatology, including the treatment of viral warts, psoriasis, lichen sclerosus, acne, vaginal dryness, alopecia, and UV-induced skin damage.",0.744,0.800,,PMID_41009815_GLM2,0.000,record:PMID_41009815_GLM2,EvidenceRecord,,moderate_uncertainty,generic_mechanism; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction,
,,,,viral warts,,phenotype:viral_warts,HostPhenotype,,,,
,,,Current aging science,PMID_40976893,,paper:PMID_40976893,Paper,Nanotechnology-Based Approaches for Combating Skin Aging: A Comprehensive Review.,,,2025
"Bioactive compounds targeting anti-aging, such as antioxidants... and plant extracts (such as green tea...), were successfully integrated into nanocarrier systems... demonstrate improved penetration, stability, and controlled release",0.831,1.000,,PMID_40976893_GLM1,0.550,record:PMID_40976893_GLM1,EvidenceRecord,,low_uncertainty,review_summary_record,
,,,,enhanced delivery and stability via nanocarriers,,mechanism:enhanced_delivery_and_stability_via_nanocarriers,Mechanism,,,,
,,,,skin aging phenotype,,phenotype:skin_aging_phenotype,HostPhenotype,,,,
,,,The American journal of clinical nutrition,PMID_40972869,,paper:PMID_40972869,Paper,The effects of whole foods and dietary patterns on flow-mediated dilation: a systematic review and meta-analysis of randomized controlled trials.,,,2025
"tea (MD: 3.22%; 95% CI: 2.01%, 4.42%), with tea showing the greatest improvement in FMD.",0.633,0.300,,PMID_40972869_GLM1,0.000,record:PMID_40972869_GLM1,EvidenceRecord,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,
,,,Avicenna journal of phytomedicine,PMID_40969419,,paper:PMID_40969419,Paper,Green tea as a cosmetic agent for skin aging: A scoping review.,,,2025
"Tea is known to have antioxidant and anti-inflammatory properties. Also, skin care products often contain antioxidant compounds that help protect the skin from free radicals that cause premature aging.",0.801,0.750,,PMID_40969419_GLM1,0.250,record:PMID_40969419_GLM1,EvidenceRecord,,moderate_uncertainty,generic_mechanism; review_summary_record; uncertain_effect_direction,
Tea is known to have antioxidant and anti-inflammatory properties.,0.758,0.750,,PMID_40969419_GLM2,0.000,record:PMID_40969419_GLM2,EvidenceRecord,,moderate_uncertainty,generic_mechanism; review_summary_record; uncertain_effect_direction,
This review gave an overview of green tea extract as an anti-aging in vivo and in vitro studies.,0.786,0.750,,PMID_40969419_GLM3,0.000,record:PMID_40969419_GLM3,EvidenceRecord,,moderate_uncertainty,generic_mechanism; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction,
,,,Nutrients,PMID_40944258,,paper:PMID_40944258,Paper,Alcohol and Tea Consumption in Relation to Liver Cancer Risk by Diabetes Status: A Prospective Cohort Study of 0.5 Million Chinese Adults.,,,2025
"For weekly tea consumption, low-level intake (HR = 0.82; 95% CI: 0.68, 0.99), <10 years (HR = 0.74; 95% CI: 0.58, 0.93), 10-29 years (HR = 0.84; 95% CI: 0.71, 0.99), and green tea-specific consumption (HR = 0.86; 95% CI: 0.75, 0.98) were associated with reduced liver cancer risk in non-diabetics.",0.702,0.550,,PMID_40944258_GLM1,0.000,record:PMID_40944258_GLM1,EvidenceRecord,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed,
,,,Nutrients,PMID_40944237,,paper:PMID_40944237,Paper,Effects of Raspberry Leaf Tea Polyphenols on Postprandial Glucose and Insulin Responses in Healthy Adults.,,,2025
"When RL tea was consumed with sucrose, postprandial blood glucose levels were significantly reduced at 15 and 30 min.",0.750,0.500,,PMID_40944237_GLM1,0.550,record:PMID_40944237_GLM1,EvidenceRecord,,moderate_uncertainty,,
,,,,inhibition of α-glucosidase and β-fructofuranosidase,,mechanism:inhibition_of_glucosidase_and_fructofuranosidase,Mechanism,,,,
,,,,postprandial hyperglycemia,,phenotype:postprandial_hyperglycemia,HostPhenotype,,,,
,,,The Journal of nutrition,PMID_40939879,,paper:PMID_40939879,Paper,Japanese Diet Index Score and Cause-Specific Mortality in Japanese Men and Women: The Japan Public Health Center-Based Prospective Study.,,,2025
An inverse association was found between higher adherence to four JDIs and all-cause and cardiovascular disease (CVD) mortality in both genders.,0.702,0.550,,PMID_40939879_GLM1,0.000,record:PMID_40939879_GLM1,EvidenceRecord,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; uncertain_effect_direction,
,,,"Reproductive toxicology (Elmsford, N.Y.)",PMID_40935265,,paper:PMID_40935265,Paper,Modulatory role of epigallocatechin-3-gallate (EGCG) on male and female reproductive disorders.,,,2025
"EGCG enhances sperm quality by reducing oxidative damage, improving testosterone levels, mitigating testicular inflammation",0.768,0.550,,PMID_40935265_GLM1,0.550,record:PMID_40935265_GLM1,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed,
,,,,infertility,,phenotype:infertility,HostPhenotype,,,,
"EGCG's ability to enhance vascular health, improve placental function... suggests its potential in promoting a healthy pregnancy",0.678,0.550,,PMID_40935265_GLM3,0.000,record:PMID_40935265_GLM3,EvidenceRecord,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record,
,,,,preeclampsia,,phenotype:preeclampsia,HostPhenotype,,,,
,,,Oral health & preventive dentistry,PMID_40932098,,paper:PMID_40932098,Paper,Does Daily Intake of Matcha Tea Enhance The Periodontal Health of Patients With Localised Gingivitis: A Control Study.,,,2025
Daily intake of matcha tea for 1 month improved gingival health and decreased oxidative stress markers in the localised gingivitis patients.,0.764,0.550,,PMID_40932098_GLM1,0.550,record:PMID_40932098_GLM1,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context,
,,,Environmental health and preventive medicine,PMID_40930783,,paper:PMID_40930783,Paper,Dietary antioxidant nutrients intake and pneumonia mortality in Japanese men and women: the Japan Public Health Center-Based Prospective Study.,,,2025
"Higher dietary intake of cryptonxanthin, lycopene, and vitamins C and E was associated with a low risk of pneumonia mortality in Japanese adults.",0.718,0.550,,PMID_40930783_GLM1,0.250,record:PMID_40930783_GLM1,EvidenceRecord,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,
,,,,pneumonia mortality risk,,phenotype:pneumonia_mortality_risk,HostPhenotype,,,,
,,,International journal of biological macromolecules,PMID_40930359,,paper:PMID_40930359,Paper,"Recent advances in chemical characterization, emerging applications, and biological activities of tea polysaccharides and their conjugates from leaves and flowers: A review.",,,2025
"The review emphasizes the antioxidant, anti-inflammatory, anti-tumor, and hypoglycemic activities of TPS and TPC, as well as their role in modulating gut microbiota.",0.689,0.500,,PMID_40930359_GLM1,0.000,record:PMID_40930359_GLM1,EvidenceRecord,,moderate_uncertainty,generic_mechanism; missing_named_microbiota; review_summary_record; uncertain_effect_direction,
,,,Journal of animal science,PMID_40923241,,paper:PMID_40923241,Paper,Green tea extract complex as a phytogenic supplement to reduce bile salt hydrolase activity and enhance growth performance in weaning pigs.,,,2025
"GBK reduced the abundance of gut microbiota with BSH activity, including Clostridium sensu stricto 6, the Clostridia vadinBB60 group, Marvinbryantia, Muribaculaceae, and Enterococcus.",0.860,0.750,,PMID_40923241_GLM1,0.750,record:PMID_40923241_GLM1,EvidenceRecord,,low_uncertainty,preclinical_only,
,,,,inhibition of BSH-producing bacteria,,mechanism:inhibition_of_bsh_producing_bacteria,Mechanism,,,,
,,,,"Clostridium sensu stricto 6, Clostridia vadinBB60 group, Marvinbryantia, Muribaculaceae, Enterococcus",,microbiota:clostridium_sensu_stricto_6_clostridia_vadinbb60_group_marvinbryantia_muribaculaceae_enterococcus,MicrobiotaFeature,,,,
,,,,"improved growth performance (ADG, G:F)",,phenotype:improved_growth_performance_adg_g_f,HostPhenotype,,,,
"supplementation of GBK decreased the TNF-α and IL-6, while immunoglobulins (IgA, IgG) increased.",0.820,0.750,,PMID_40923241_GLM2,0.550,record:PMID_40923241_GLM2,EvidenceRecord,,low_uncertainty,missing_named_microbiota; preclinical_only,
,,,,"reduced inflammation (TNF-alpha, IL-6), increased immunoglobulins (IgA, IgG)",,phenotype:reduced_inflammation_tnf_alpha_il_6_increased_immunoglobulins_iga_igg,HostPhenotype,,,,
,,,Frontiers in medicine,PMID_40917836,,paper:PMID_40917836,Paper,"Evaluating efficacy, safety, and innovation in skin care applications of essential oils: a systematic review.",,,2025
"tea tree oil was particularly effective for acne treatment, while lavender and rosemary oils showed promising anti-inflammatory and anti-aging properties.",0.689,0.500,,PMID_40917836_GLM1,0.000,record:PMID_40917836_GLM1,EvidenceRecord,,moderate_uncertainty,generic_mechanism; review_summary_record,
Key findings demonstrated that tea tree oil was particularly effective for acne treatment,0.689,0.500,,PMID_40917836_GLM2,0.000,record:PMID_40917836_GLM2,EvidenceRecord,,moderate_uncertainty,generic_mechanism; review_summary_record; taxonomy_expansion_needed,
,,,,acne,,phenotype:acne,HostPhenotype,,,,
,,,Journal of agricultural and food chemistry,PMID_40910807,,paper:PMID_40910807,Paper,Advances and Outlook of Tea Polyphenol Chemistry: A Review.,,,2025
"polyphenols, their derivatives, and oligomers and polymers which possess potential antioxidant... effects were separated and identified.",0.634,0.500,,PMID_40910807_GLM1,0.000,record:PMID_40910807_GLM1,EvidenceRecord,,moderate_uncertainty,generic_mechanism; review_summary_record; uncertain_effect_direction,
"polyphenols, their derivatives, and oligomers and polymers which possess potential... anticancer... effects were separated and identified.",0.634,0.500,,PMID_40910807_GLM2,0.000,record:PMID_40910807_GLM2,EvidenceRecord,,moderate_uncertainty,generic_mechanism; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction,
,,,3 Biotech,PMID_40909391,,paper:PMID_40909391,Paper,"Cold-brewed yellow tea showed stronger inhibition on high-fat diet induced mice obesity than that hot brewed, due to higher non-ester catechins content based on metabolomic profile.",,,2025
Dietary supplementation with cold-brewed MG-LYT significantly reduced HFD-induced obesity and related metabolic disorders in mice.,0.848,0.750,,PMID_40909391_GLM1,0.550,record:PMID_40909391_GLM1,EvidenceRecord,,low_uncertainty,preclinical_only; uncertain_effect_direction,
,,,,brewing/infusion,,extraction_method:brewing_infusion,ExtractionMethod,,,,
,,,,pancreatic lipase inhibition,,mechanism:pancreatic_lipase_inhibition,Mechanism,,,,
,,,,"reduced obesity, hepatic steatosis, dyslipidemia, adipose accumulation",,phenotype:reduced_obesity_hepatic_steatosis_dyslipidemia_adipose_accumulation,HostPhenotype,,,,
elevating fecal short-chain fatty acid (SCFA) levels and modulating gut microbiota composition.,0.833,0.750,,PMID_40909391_GLM2,0.750,record:PMID_40909391_GLM2,EvidenceRecord,,moderate_uncertainty,generic_mechanism; preclinical_only; uncertain_effect_direction,
,,,,gut microbiota composition,,microbiota:gut_microbiota_composition,MicrobiotaFeature,,,,
,,,,improved metabolic health,,phenotype:improved_metabolic_health,HostPhenotype,,,,
,,,Journal of agricultural and food chemistry,PMID_40906738,,paper:PMID_40906738,Paper,"Starch-EGCG Complexes Improve Starch Fermentability, Acetate Production, and Alter Relations between Gut Microbiota and Starch Chain-Length Distributions.",,,2025
All complexes significantly enhanced gas and short-chain fatty acid (SCFA) production.,0.873,0.800,,PMID_40906738_GLM1,0.750,record:PMID_40906738_GLM1,EvidenceRecord,,moderate_uncertainty,generic_mechanism; missing_named_microbiota; preclinical_only,
,,,,acetate,,metabolite:acetate,MicrobialMetabolite,,,,
the corn starch-EGCG complex markedly increased Prevotella abundance (3.12% to 34.37%).,0.873,0.800,,PMID_40906738_GLM2,0.750,record:PMID_40906738_GLM2,EvidenceRecord,,moderate_uncertainty,generic_mechanism; preclinical_only; uncertain_effect_direction,
,,,,Prevotella,,microbiota:prevotella,MicrobiotaFeature,,,,
,,,Food chemistry,PMID_40902558,,paper:PMID_40902558,Paper,"Advancing kombucha fermentation: Microbial interactions, functional metabolites, and innovative optimization strategies.",,,2025
"advancements in precision fermentation, engineered microbial consortia, and AI-assisted fermentation optimization offer novel insights into improving product consistency, metabolic efficiency, and functional enhancement",0.802,0.800,,PMID_40902558_GLM1,0.550,record:PMID_40902558_GLM1,EvidenceRecord,,moderate_uncertainty,review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction,
